dataset,fraction,outer,stage,method,seed,rho,status,macro_f1,auprc,far,early_recall,detection_delay,checkpoint_exists,prediction_exists,manifest_exists,hash_valid,test_evaluated,reuse,runtime,checkpoint_sha256,prediction_sha256,result_sha256,artifact_path,validation_only
3W,0.25,31002,formal_locked_test,CALIBRATED_RHO,42,0.75,COMPLETE_VALID,0.11080384699009536,0.6135717157203807,0.9869484756988409,0.8681262205776544,1040.4,True,True,True,True,True,False,62.14923169999747,f295b6e56f067e9a525694ce4c37ab8dafbe115f9d2bd942f9b30e8f4acab52c,552477259a4f81d04aed15b56639d9868c5cfa8ba064c1abd962bb0e23190b32,9b4295b51e59f5da1e30a53c6606494aeedec53c57fa8b64ebdf1373ed4be1aa,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31002\model_seed_42\CALIBRATED_RHO\result.json,False
3W,0.25,31002,formal_locked_test,CALIBRATED_RHO,43,0.75,COMPLETE_VALID,0.41091537302551356,0.6051933852726292,0.6976937978204171,0.6976050981601398,6022.875,True,True,True,True,True,False,61.81616600000052,69b44fc8e42715621b9828fe5006536576e6276d8ac1b74f57dc7dddc6be95d5,2de25fbc4e81534359d39c95f2f719569f9d51a399fde07363f042e25a9f0ad7,7efb06ad13f341dffc014baf0bc9c2ca5bdbd75eb8fe32604fc2e9271c24f4ec,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31002\model_seed_43\CALIBRATED_RHO\result.json,False
3W,0.25,31002,formal_locked_test,CALIBRATED_RHO,44,0.75,COMPLETE_VALID,0.1851625333614277,0.5775045970598257,0.8856963518500481,0.7249460376194882,4734.875,True,True,True,True,True,False,62.62993149999966,db6c0f1511c05599843d4b6e68c67b089d6844ccec76ef9dda3a3273478197d5,944342200b3f3eaba962691d5dfd1c9755115d4f1f8bc472cfb811b1bbdf1439,931d06b7716bfdc0c724844f508714ff7f9e274e49ec5c107acbaecf0cadd168,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31002\model_seed_44\CALIBRATED_RHO\result.json,False
3W,0.25,31002,formal_locked_test,CALIBRATED_RHO,45,0.75,COMPLETE_VALID,0.2099526016793436,0.22989749436529128,0.9976083027607329,1.0,13.666666666666666,True,True,True,True,True,False,64.10556409999845,637f0f0802ab5a0b26d3633d8f1554e9e760a11757361c4593ab6b997ea10fd5,d9b4437b0e71985d8c4abe40af30650bd9436f2401854713ff2800cc0ac1a378,148b7676a2f44829ec9bfdbfa6d75c969808e1203133efb141fdc7a01ce9a081,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31002\model_seed_45\CALIBRATED_RHO\result.json,False
3W,0.25,31002,formal_locked_test,CALIBRATED_RHO,46,0.75,COMPLETE_VALID,0.3167521545787904,0.5939677208592821,0.7929720896507689,0.9977387192928359,72.33333333333333,True,True,True,True,True,False,62.40373059999911,ff497fe3521b5c63a8563987783855b200f7dfd0cc0d0fcbf8b2763effb40e26,b985ecf9c5ff9e0fcc0ae2b7fbe20cbcffe79d58084256c8e5de9473acccf54b,dadaf7e30859b973ffee12b0b9a3b96b4657b076c15b0bfbfd781317cc7b0644,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31002\model_seed_46\CALIBRATED_RHO\result.json,False
3W,0.25,31003,formal_locked_test,NO_AUG,42,N/A,COMPLETE_VALID,0.39395073958206794,0.8590948979699514,0.9848758242839802,0.9907801317530555,61.4,True,True,True,True,True,False,56.54645900000105,e79791343129632b417b4d03e27b18eaab5bc0d5d80d3f99666dbde072651755,bf50f43358c3a6b0e6dafc004339323f3c4a55b2f1b13b8223f7f6692cc36676,986f0b53047593c1ae097f3edeb8f70c58b1b13478f8714bd1d6938d7d1e8de0,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_42\NO_AUG\result.json,False
3W,0.25,31003,formal_locked_test,NO_AUG,43,N/A,COMPLETE_VALID,0.395038693761906,0.8620267870240701,0.8972474656343296,0.9924732865700098,67.8,True,True,True,True,True,False,55.95975140000155,4aad91599072b5bbd22cbbb958e77441645a5f3e9fc5fcb30f7c7dbca5577578,0a0d8962b1e5b724865a522e6e23e38f1d1a5ea3b9a42ff4507f831639d0659c,d8d75b47b54ca2a4f5437e014b2f6db1661480a3f12c4518bce9eb9abdfb3552,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_43\NO_AUG\result.json,False
3W,0.25,31003,formal_locked_test,NO_AUG,44,N/A,COMPLETE_VALID,0.31046062596132723,0.7649225607832272,0.9283160001312293,0.9578987806439679,1052.642857142857,True,True,True,True,True,False,55.53191190000143,b138ad7b1913440b7d79affdb5ffa9a317148b210a5dfcea43f833ab4d0b7cb1,d41ec89349909dd1ec1a0f92bda4ba2559fb079a2571f1954a29f45793f92719,f976282befc9a50d6f9969be7abddd12b74bd45b1590ca63dc66577d42c3e334,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_44\NO_AUG\result.json,False
3W,0.25,31003,formal_locked_test,NO_AUG,45,N/A,COMPLETE_VALID,0.43259338976584405,0.7638398641820748,0.6764213772514025,0.9214888379835807,168.69230769230768,True,True,True,True,True,False,55.46903039999961,43ed146413ba8d38607b7c03ee6be835b614f55005fd85cba2879df64ee1d700,2f99cea9523637c941f16afd5838efaa95a21a2eca8cba39739b7b8472ffcad5,8ea6578960b0f330a17f067a4a4d5c5cc3d3a3493a668a36c77142a7c84a6fab,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_45\NO_AUG\result.json,False
3W,0.25,31003,formal_locked_test,NO_AUG,46,N/A,COMPLETE_VALID,0.37297543323676036,0.8871896700908161,0.7962993340113513,0.9643726078852639,153.75,True,True,True,True,True,False,56.12929460000305,2f266920c113d9e69085cb2726d48fba88a6048f5c9ea6019f2c1bcbb88866f2,4cef01ca896e99f4286740da84f0688c8dcb1c885d30bb5b71222e687c7bef21,cd91e2cbdaa1c018d3b0fb40e02d9b6c65c7a7224718252a7515d0a5839ff8e0,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_46\NO_AUG\result.json,False
3W,0.25,31003,formal_locked_test,UNIFORM_DIFFUSION,42,N/A,COMPLETE_VALID,0.39248106117936793,0.8593227202201861,0.9849086316065746,0.9911927493134898,61.4,True,True,True,True,True,False,55.75793649999832,7ee2aeef0fdc629ff5aa6635a6f91827705ffdea388b275c844acfb3a7c3bcc7,11ed5183ba7f58eec737e8feb2e7aac8111a1711dfeead49b2c924cc6111977f,5e6aa6a7af8bbd21c37df98b24e04a5ee8e5fbb159a0dbfa331c376599554839,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_42\UNIFORM_DIFFUSION\result.json,False
3W,0.25,31003,formal_locked_test,UNIFORM_DIFFUSION,43,N/A,COMPLETE_VALID,0.39317651440449675,0.8624178284896106,0.897280272956924,0.9909224136704466,67.8,True,True,True,True,True,False,55.827759299998434,06ce017b6104f757b10e0f4904e8db28001d2f240ce453d5ac55a1a8dec921e6,1f4138ffdf29807fc9e5ffb157bbb1621859b9b44a2e974062e14162a8c3ab29,4a162cfb0d419e5c8495b6b481d3513048fe38c2e5e28addb7ca7590d0f40e9e,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_43\UNIFORM_DIFFUSION\result.json,False
3W,0.25,31003,formal_locked_test,UNIFORM_DIFFUSION,44,N/A,COMPLETE_VALID,0.35186222174728243,0.7266582799034992,0.8461008497096552,0.9641876413926554,124.41666666666667,True,True,True,True,True,False,56.474235300000146,ea5b1bb9ed989bdc5490f2ba21f3ce445fd57e812ed362199c42297d44ff4ee2,7e11bf4aeb1a308f4cd84c27b282969d6b1b756ebc5d3caf047aa0b04b3d5a9b,3d27b96135f41117cb28c11a7f829599ecfb8d8f45ba7e7354c66f63c7e20b68,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_44\UNIFORM_DIFFUSION\result.json,False
3W,0.25,31003,formal_locked_test,UNIFORM_DIFFUSION,45,N/A,COMPLETE_VALID,0.340285283819883,0.7883044856334582,0.6894130769987862,0.9231535364170568,156.3846153846154,True,True,True,True,True,False,55.37596680000206,41b744726ef533dff49d3469051903c40c7f4b2b0b1a7e6c1f5c7f3718082207,ff98243381db390167a51c0717d8d1bdad015b45621039bb48dbe1aefc5d5f83,782815c2c25466d9122dcc327178b6dc804cd02f5589a5b23b8e19d43d33a98b,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_45\UNIFORM_DIFFUSION\result.json,False
3W,0.25,31003,formal_locked_test,UNIFORM_DIFFUSION,46,N/A,COMPLETE_VALID,0.3751749704291579,0.851220779179424,0.7949214264623864,0.9638888493661341,180.41666666666666,True,True,True,True,True,False,56.495317399996566,298cd1b48c993a05ef16446a16c75af1bd4a2f930ea1c8b56b9ef22505f50442,558eccbd99ee57de21ea19b4bdef74c9e4a6647d46ef7d8962f1c24c7e41566b,cbed234012d350b15053165dd2468debb09e0c4a14e8c7732039c1f9dff3ce4f,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_46\UNIFORM_DIFFUSION\result.json,False
3W,0.25,31003,formal_locked_test,JITTER_SCALING,42,N/A,COMPLETE_VALID,0.39075244115528673,0.8603222528197204,0.9849086316065746,0.9893573125791443,63.53333333333333,True,True,True,True,True,False,55.585888599998725,56801d6569ceebe38411bacc15f6b2694ead24d957cb432fc1c431289c1aa9ba,2af16e987ad37154e9652079193d9826f6a35cf47d02145653517522ead3a646,35ca83b8a283efed850bd8fc1fd027a99f402eedfacb5db92dccfcc6717dc76f,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_42\JITTER_SCALING\result.json,False
3W,0.25,31003,formal_locked_test,JITTER_SCALING,43,N/A,COMPLETE_VALID,0.39581244507442187,0.8511242025935825,0.8972474656343296,0.9957599988617447,76.33333333333333,True,True,True,True,True,False,56.11396480000258,ede592401e0820895337b71c68736a57b47b5f02b2cd16c444afdf5121475dd4,237465c9838b3dec85d1087d5948bc31774662ea4d0fa61d92eb5edea5699b7f,13167243bf9049d73497921a363c89da34a0f9dd33dd75e0cee7193bde9ac128,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_43\JITTER_SCALING\result.json,False
3W,0.25,31003,formal_locked_test,JITTER_SCALING,44,N/A,COMPLETE_VALID,0.3851992851695242,0.8383603997614288,0.8969850070535743,0.9954896632187016,264.06666666666666,True,True,True,True,True,False,55.565208700001676,ac7092ca4088880501896fdbf7d1ef842e19cdd0ec4b2403832e6333524de5f2,438a432a64eaa1cf68805807fe05ff35a53bc1c614ce6e048cc9d1a3111fce03,09a7e1898062ccbfed198c8e7e27a00146f57cd118473592fd67737f749bc7ca,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_44\JITTER_SCALING\result.json,False
3W,0.25,31003,formal_locked_test,JITTER_SCALING,45,N/A,COMPLETE_VALID,0.4069207291500032,0.7402714958753712,0.783012368360618,0.9321030690209581,149.0,True,True,True,True,True,False,55.40089420000004,77fc47526de1e582b4a517468fd89c284d77c223dbb0e955d789bd6635ac7e80,0b8a3c32d3b35be852b0fc1ea81eba12367c133166cd3894768d34159128de5a,3f9e711aba52c8b437314ac3f582c99b745c60bf093f524816c0c1e048fb412b,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_45\JITTER_SCALING\result.json,False
3W,0.25,31003,formal_locked_test,JITTER_SCALING,46,N/A,COMPLETE_VALID,0.4003833922556031,0.8915567102470668,0.7951838850431416,0.9636754264900473,148.41666666666666,True,True,True,True,True,False,55.90928030000214,c9f7bbcd7648ada204478ba68e44d972a15515ea6835b0a2e9b7acb762fbf6ea,c7ccd3c4007fb29f84015d637e5bc78a87574d9534ce870cc401a720ad8b061a,fac3e9719b3a39401c6e4b0ec9845633ce7543760ba0f7341f64197000b3131c,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_46\JITTER_SCALING\result.json,False
3W,0.25,31003,formal_locked_test,FINAL_QDIFFCL_FIXED,42,N/A,COMPLETE_VALID,0.39256921622496244,0.8587268496056327,0.9849086316065746,0.9912212056969679,61.4,True,True,True,True,True,False,55.95573230000082,c14c93e90a2a49cc8474f44215129b9101212b848b3a1c984052df5ce9bf1919,ffbb24709829dc7cbbd09343cfc97733ea189cc8344dd0d656dfcf1df1ee092b,b7864f2dfcd5705632566a9f73866244ac201503564163019203f034812ad03a,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_42\FINAL_QDIFFCL_FIXED\result.json,False
3W,0.25,31003,formal_locked_test,FINAL_QDIFFCL_FIXED,43,N/A,COMPLETE_VALID,0.3936267988114222,0.862519700040872,0.897280272956924,0.99134925942262,67.8,True,True,True,True,True,False,56.57328849999976,146a66965482f8851311dddbabb71e213cf17854e60495d66afe343940c99540,779c77ee7362c458c63acd71ecdef6f9f8a383e69f5c82e16caaf3e63dd71477,40a0ea562213abdd393212ac03dc3576d402c7013f1eda224ee588d250741b40,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_43\FINAL_QDIFFCL_FIXED\result.json,False
3W,0.25,31003,formal_locked_test,FINAL_QDIFFCL_FIXED,44,N/A,COMPLETE_VALID,0.32022772629548135,0.7746262462532398,0.9076473868967554,0.9399285744774697,1454.9285714285713,True,True,True,True,True,False,56.28913919999832,212ae0e4f55c4b2cb44e03c95fed97d4b0f10f6b709afb4e8b1d3558f0f2c322,cf7f7bbe953957d0944409cbe3407fe18fec6346fbf8d5cdae22c6d1784c8515,9f2cfba555c9820b7c5891c8f3b1f872185ae7199f77754efc66b4620a98f649,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_44\FINAL_QDIFFCL_FIXED\result.json,False
3W,0.25,31003,formal_locked_test,FINAL_QDIFFCL_FIXED,45,N/A,COMPLETE_VALID,0.4402797338504496,0.7587032999878084,0.6757980381221088,0.9235092412105346,166.23076923076923,True,True,True,True,True,False,56.22220609999931,e7cd597479c72b0a71a00d620173945858463f54db9fb06beb8d83a9aea6e639,2525082bedcf6c4084e68cd4ef1e7793fbb773ccd6ca2a905c9b8af0cd6e5906,4f4310c8bd92b499c827d38bbd03f5c721c8eeef7b5bf1882c01fd25114a04b1,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_45\FINAL_QDIFFCL_FIXED\result.json,False
3W,0.25,31003,formal_locked_test,FINAL_QDIFFCL_FIXED,46,N/A,COMPLETE_VALID,0.37325799785505026,0.89123025241181,0.7949870411075752,0.9642160977761336,191.08333333333334,True,True,True,True,True,False,55.35366200000135,09e00bf2c3b33fed295b24e50adf262e39945ee1be1e19081cb70d6622bf26bc,524bfae0cde55b350006fdc8de8f10a155b0dff088d1f75f63bffcc8875f7ac3,992f8c0dd113c976db825e3639f6497a97c711a5c03b3d0ed293276d9752d714,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_46\FINAL_QDIFFCL_FIXED\result.json,False
3W,0.25,31003,formal_locked_test,CALIBRATED_RHO,42,0.75,COMPLETE_VALID,0.43526797988012916,0.8465403500432326,0.8795971260785407,0.9601610631304868,58.92857142857143,True,True,True,True,True,False,55.216755999997986,5551dc29ba208193f2276e8019a8d8dfd537ac3df99a35c1293f91ccb62d8ddf,5b2d0bed0c603f673529af16ce7d5da79e6440b0b798bd95945cef8c86037b47,b8629d87a3731747ece3f3b030b45bb3ac19f54a854a3283d6ab59e79011f971,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_42\CALIBRATED_RHO\result.json,False
3W,0.25,31003,formal_locked_test,CALIBRATED_RHO,43,0.75,COMPLETE_VALID,0.38826488013189653,0.8602822513018709,0.897280272956924,0.9956319451360927,67.8,True,True,True,True,True,False,56.38358209999933,6a564038ecc0624fdfe8c8797b038c67725f2bcbd2696b14c0911242a21b2477,ed970c74e74382618835cfa33aa2e1e33856e67837f3ddf6117d3e7f23c66c3f,821a69259bb35623e3ec97a09b132030ab5b192b6648fc3b958f02b25f632f42,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_43\CALIBRATED_RHO\result.json,False
3W,0.25,31003,formal_locked_test,CALIBRATED_RHO,44,0.75,COMPLETE_VALID,0.37145355152880544,0.8400470441033165,0.8959351727305535,0.9883755673491456,270.46666666666664,True,True,True,True,True,False,55.94641799999954,36752f47a57024fc0c754e3307414f5ffb7d93c4b83d5b9bd528cad060c0e1aa,4874f8cf015192b215e63fe179916e1f13e4d301f58b8c87b6435a644743ff8b,b2fa3fcc349344d154323842b781138e68dda73383c5c2ac1f7f0ebf3a522a47,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_44\CALIBRATED_RHO\result.json,False
3W,0.25,31003,formal_locked_test,CALIBRATED_RHO,45,0.75,COMPLETE_VALID,0.4224021915939761,0.7957207356778278,0.6847216298677865,0.9230681672666221,166.23076923076923,True,True,True,True,True,False,55.847442400001455,24f226edaf1a6425755a65009453d0389e47a3498fa983ee8fbefb9ce4ea2dd5,6051140fbf971efcef47ffb19822cae5062a0fdce4fb7f53e060e8d85d6e2598,feb097b1ec38410785d5de3af8401648e083da52cb27e43b86ba48f5c061d6b9,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_45\CALIBRATED_RHO\result.json,False
3W,0.25,31003,formal_locked_test,CALIBRATED_RHO,46,0.75,COMPLETE_VALID,0.40334340944155284,0.9011750990502788,0.7953479216561137,0.9651836148143932,119.63636363636364,True,True,True,True,True,False,56.19394789999933,575adcc8dd55f8585d284dd0261dcd79470d78809de1e806cdca747558397dc2,913cba77870845451b90861e9ca64689f71c1fc17380af7abbdeba59f708e01f,45453e42969a47e033a604c799326605bb58a0fdc968a97bc12582faee4c50ee,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f025\outer_31003\model_seed_46\CALIBRATED_RHO\result.json,False
3W,0.1,31001,formal_locked_test,NO_AUG,42,N/A,COMPLETE_VALID,0.44044302971027055,0.9140587523446493,0.07687909810437547,0.9089892837869092,902.7777777777778,True,True,True,True,True,False,49.05431409999801,d149ae7b26ca6ca48fea298ebdd1072d8767260d90085fd30a25e4e6eb321904,9fb14e157d9f10b8b11418b37d344278ce3a90151f0165b39c3276580096008c,9cc253dea7cc02d28bb747506ae650477cedd11b4c657fb942dfa70176e0c774,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_42\NO_AUG\result.json,False
3W,0.1,31001,formal_locked_test,NO_AUG,43,N/A,COMPLETE_VALID,0.41819764567327966,0.8362560087805155,0.12141108788479749,0.920399352401511,768.7368421052631,True,True,True,True,True,False,48.354997800001,689fae04dc9c98af10aa25ab784203dba91ebcbe9a35d4fa75ed798cc0ea25cf,1e2e185bcee4b0158e525206ea8d35444fd1804dce9be953d818c84023b246f5,2a6966073eec517d9a04aa331c51176d0d0345a24b0a3a6e8847823cb1e50d7c,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_43\NO_AUG\result.json,False
3W,0.1,31001,formal_locked_test,NO_AUG,44,N/A,COMPLETE_VALID,0.40722523590932785,0.8410919764775262,0.13791070375730288,0.9051345308765708,762.3,True,True,True,True,True,False,48.22998229999939,4f7db7e2793d6f32eee7b1de6aab23b3966b55a5441b1ffeb4767e2e4d3a46b5,e3af5626a7959c3d60ec68e6086cc25145b141ebedbcadf061e1a243a2973517,4a3a982c7ec8c32dba79cc0afabfcf9698cebcfa0551a0f22e2d67a8301558ca,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_44\NO_AUG\result.json,False
3W,0.1,31001,formal_locked_test,NO_AUG,45,N/A,COMPLETE_VALID,0.42263963491760626,0.8035110574545092,0.08198888710224939,0.8558322411533421,719.1,True,True,True,True,True,False,48.93150429999878,c44cb2197813f4a70d5f57c0ccfadae91f687add1a354ca30130c9442fed375a,252fe9752f5bf40804538d57106d46795f379527b98d104aac316bfa853e2cf5,38968d0a40d402df977ede9679334b183154c9e34514c90f7da2ba9a5a2f6c2a,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_45\NO_AUG\result.json,False
3W,0.1,31001,formal_locked_test,NO_AUG,46,N/A,COMPLETE_VALID,0.5010498764001057,0.8037386473468835,0.09822050704829287,0.8271914270295274,932.7272727272727,True,True,True,True,True,False,48.800021499999275,30a44feb58bc88d703ec17493bad18db2414440443e354628232e2ebef48cdf4,d999d5bef819250b567e15553458f45e146271b5b5c6c41af45bd1c0884c1f79,ad1fa9539b551adcdadec83b478db566682be666bf44c2c6eda94b73d13177cd,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_46\NO_AUG\result.json,False
3W,0.1,31001,formal_locked_test,UNIFORM_DIFFUSION,42,N/A,COMPLETE_VALID,0.44050998743710545,0.9114507384233194,0.07402940808633042,0.890717754991905,1212.111111111111,True,True,True,True,True,False,48.96328939999876,2549f750c89ed657acc499694941ec8de30b205a7841205094865c5eb41c2e7c,f4476045b804567809aaee2a8a8d78d46b521dac443271b1cd82b99205b4fbb1,783e66906b9e7f7c1c63174e2aefbe2e039fbd94432c28b3994c8416a65b5ebb,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_42\UNIFORM_DIFFUSION\result.json,False
3W,0.1,31001,formal_locked_test,UNIFORM_DIFFUSION,43,N/A,COMPLETE_VALID,0.4182461488172239,0.836615820529077,0.12125922352646906,0.9208233752216483,760.3157894736842,True,True,True,True,True,False,48.22466069999791,e986955f891e4964dc6cb1c80a66cb90bb63068f611ce82fa7b6608af13ac0f8,ee0af5daeac643f94fc4a3504d271408fa5a2864ff34fbd7232c363caa99dcf7,61b2be21dc90909ebc90887a4524483c7119e6b0a62454edca9e09a858b920c8,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_43\UNIFORM_DIFFUSION\result.json,False
3W,0.1,31001,formal_locked_test,UNIFORM_DIFFUSION,44,N/A,COMPLETE_VALID,0.4090291543273988,0.8414975047805379,0.13724964713869683,0.9199753295813738,887.2857142857143,True,True,True,True,True,False,48.635199600001215,a67dd2d3b6d2812448ad5a49d059f3b44434fcd572ab3916b4d41b08fdedd39c,da3cd3bd53653c8278f14739d9f9b2c1ccfd86c0fa677515f7a8c29cdc8585bb,0e9a2b66eb8d09a5356f182c6e2ae35bad35d8e99f2f94a34c43ba75f86a41d9,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_44\UNIFORM_DIFFUSION\result.json,False
3W,0.1,31001,formal_locked_test,UNIFORM_DIFFUSION,45,N/A,COMPLETE_VALID,0.4229930819591426,0.8045244825624309,0.08490110950313555,0.8597640891218873,733.5,True,True,True,True,True,False,48.14163859999826,9b53a1f2e5117bba12fa7ed96101a54cb4e8163bde7476e25c071a8b17d7e992,505fbea0d3b04ce0002552e264721ce6ff7a95e7146ac4adfecaab3e679aa73a,84deba43c12d6bf571008d9e69ebd16bb49ceb4403b0f0cbb3260147e57b0c43,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_45\UNIFORM_DIFFUSION\result.json,False
3W,0.1,31001,formal_locked_test,UNIFORM_DIFFUSION,46,N/A,COMPLETE_VALID,0.423433233553009,0.8237144658660641,0.10417894981329617,0.803291958985429,18.571428571428573,True,True,True,True,True,False,48.817575599998236,97f0ba8a3985845da53a0cf401971f816d12f773f2c24e3ddc52ac940bf4d0b7,f324ca4af5bd02a8aa5792c1ae9cb1d8bc7f11ec1df9504f1d00a7cd5063a9a6,6085d5c89a1f14daac83dcda39a39cf7e62d9b5d245509d77150399304b99a9b,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_46\UNIFORM_DIFFUSION\result.json,False
3W,0.1,31001,formal_locked_test,JITTER_SCALING,42,N/A,COMPLETE_VALID,0.43093371983015827,0.8967536757143726,0.08735773882903647,0.8885976408912188,896.7368421052631,True,True,True,True,True,False,48.95824150000044,539a78f4f662d91bc9195651813fea3cf04ae72a12bf3967b682c54fe2f288c9,c4ed7ec45b75f77818a1714a7f8f0f4004b7bf30365f931175bd7b00cfd819ed,6984d9ece824b343202701ce7d6c33a08641dc7d3283ce4550c1a9905001e1cc,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_42\JITTER_SCALING\result.json,False
3W,0.1,31001,formal_locked_test,JITTER_SCALING,43,N/A,COMPLETE_VALID,0.4328763168921157,0.8342184369810594,0.09328938200139358,0.8711356102073857,1452.9,True,True,True,True,True,False,48.319245099999534,bf1da33d0ee2604a1a58d056456b447ffaceffc882c41353015ad77fb3d20eca,74b57c953aa95eaca48ef7660c6fdbe51a3cef4c609d997fe521badaa9ef4cf7,1898d41c8837ac728148bb12ce16018f48790408bf1ccd7f9fc358a5ba6b3fef,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_43\JITTER_SCALING\result.json,False
3W,0.1,31001,formal_locked_test,JITTER_SCALING,44,N/A,COMPLETE_VALID,0.40800585050198956,0.8454107743084903,0.13878615711707848,0.9098373294271838,794.3,True,True,True,True,True,False,48.49357809999856,41bf68041a2941820516346261799fb2974cf01e0210449b2afa500a05905acb,46f7fa8c51eed4b57de23a2634d8c818e2a5f4c6a67b1c921d63f856c4832df3,4e469831e1ae0df0d474f00813e3ce0dec05cff128a30041ef16249251d04263,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_44\JITTER_SCALING\result.json,False
3W,0.1,31001,formal_locked_test,JITTER_SCALING,45,N/A,COMPLETE_VALID,0.42866206944003205,0.8152619436112158,0.0664897893552018,0.8644283401433968,581.0,True,True,True,True,True,False,48.29871690000073,ede0f85c13cff25d5becdf3bcb9fae357c73c4fd28561cf01114ee0b54c44ada,6ba76d40f517c9e84543cb5b31dfbf9520f86b0ae0c8648a075c52f6d69cf300,ef349014a1c493eeb7b615fb9206229680b3dc2267cd91df6ef25cc2f67116da,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31001\model_seed_45\JITTER_SCALING\result.json,False
